id,name,price,shop,品牌,内存,CPU,销量
7264837961836,ThinkPad联想ThinkBook 16+ 2025补贴20%全新酷睿Ultra可选 轻薄办公大学生设计游戏联想昭阳笔记本电脑 i5-13420H 32G内存 1TB极速固态 个性定制 全新升级,6319.080408,星月九五新电脑数码经营部,其他,2742GB,Intel i9,2425
2354945658705,小米红米G Pro2024游戏笔记本电脑锐龙版独显4060学生轻薄redmi游戏本 Redmi Gi7-10代/GTX1650Ti 16G内存+512G固态可定制升级 正品保障|支持查验,5002.234874,京智天选官企特惠拼购店,火影,2743GB,Intel i9,1467
4625945184295,联想拯救者R7000 15.6英寸笔记本电脑 电竞游戏本24期免息 R7-8745H/RTX4050 16G+512GB24期白条无息,10000,戴尔阳光雨尉专卖店,苹果,2744GB,M2,641
6473801926453,闪跑侠便携显示器屏2.5K便携屏IPS屏幕144HZ手机PS5/4笔记本办公外接便携式电脑显示屏电竞游戏扩展副屏 144hz高刷17.3英寸1080P非触摸款,7631.770031,七彩虹祝京专卖店,华为,2745GB,Ryzen 5,867
2021162775038,HUATWAI国行2025新款英特尔酷睿i7笔记本电脑轻薄本15.6英寸高清IPS屏商务办公网课设计大学生游戏本 旗舰款全新16代英特尔Pro Book 粉色 32G大运...,300,果创二手电脑专营店,宏碁,2746GB,M1,1408
6903461862136,I7满血独显笔记本电脑轻薄本高端高性能金属游戏设计 英特尔13 Pro2.5K全面屏+抗蓝光+指纹 16G内存+512G超速硬盘,10000,LGHO旗舰店,外星人,2747GB,其他,2058
7406942140078,雷神ThundeRobot国家补贴20%猎刃15 RTX4070满血性能游戏本15.6英寸学生设计师AI绘图编程剪辑全能笔记本电脑 猎刃15 16核I7HX丨RTX4070丨2.5K 16G内,5660.385063,联想爱特家专卖店,海尔,2748GB,Intel i3,1171
2047301201557,七彩虹Colorful隐星P16 Pro 13代酷睿i9 16英寸游戏笔记本电脑(i9-13900HX 32G 1T RTX5070Ti 240Hz,4936.755181,亿盛源电脑办公专营店,微星,2749GB,Intel i9,2021
8476468101456,戴尔/戴尔笔记本电脑i7薄大型游戏本影音商务办公手提电脑家用 套餐1 i716G 512G 独立512G,10000,鸿运电脑数码二手专营店,三星,2750GB,M2,1624
7334841720806,HUATWAI国行2025新款英特尔酷睿i7笔记本电脑轻薄本15.6英寸高清IPS屏商务办公网课设计大学生游戏本 旗舰款全新16代英特尔Pro Book 粉色 32G大运...,2866.91954,智选优品官企拼购店,惠普,2751GB,M2,2742
4708416830901,联想笔记本电脑 2025新锐龙R5 16/14高性能商务办公直播剪辑学生网课设计全能轻薄手提本 新品16英寸 R5-7430U 32G内存 1TB大固态 定制 性价高配,10000,联想有点授权专卖店,宏碁,2752GB,Intel i7,2045
7033348879556,ZWIDE智纬NA08H迷你笔记本电脑8英寸触屏二合一商务办公便捷口袋掌上电脑 12G运存+128GB高速固态硬盘 lntel-N150,332.7500755,鸿发国威二手电脑专营店,微星,2753GB,其他,297
6990601235681,i9独显RTX4060笔记本电脑高性能轻薄本学生网课办公AI设计手提游戏本 媲美英特i9级+满血独显+电竞终端 *16G高速运存+512G超速固态+豪华大,6456.073683,新开映二手电脑专营店,惠普,2754GB,M1,720
9624116888446,笔记本电脑补贴20% 锐龙全能本昭阳/小新轻薄高性能商务办公学生游戏设计手提本 升级R5-7430U 8G 512G固态联想X5 性价比标杆丨办公首选丨,3300.624087,Thunderobot雷神旗舰店,微星,2755GB,其他,2713
4025070491693,联想笔记本电脑小新16高能轻薄本 标压锐龙7 8745H 16G 512G 高色域护眼屏 丰富接口国家补贴20%,5778.86663,联想京惠选专卖店,火影,2756GB,其他,1893
4075345731282,ThinkPad联想ThinkBook 16+ 2025笔记本电脑超能本补贴20%锐龙R7轻薄本 性能本办公设计学生游戏手提本可选 R7-7730U 32G 1T固态 V15 IPS全高清屏 满血性能,5057.069445,拯救者电竞电脑授权店,苹果,2757GB,Intel i5,646
4158132600930,国行2025款英特尔可选酷睿金属笔记本电脑轻薄本大学生上网课设计学习商务办公游戏手提 顶配intel 16mas|高芯独显|全面屏 32G运行+1024G超速硬...,2896.449981,戴睿电脑办公旗舰店,联想,2758GB,AMD 其他,1111
1750109772957,联想拯救者Y9000P 2025游戏笔记本满血5090独显Ai至尊版 补贴20%可选Y7000/G5000大学生设计师昭阳电竞 RTX4060独显i7-13650HX丨Y7000 64G 2TB固态,8010.492439,一机一检二手电脑专营店,华硕,2759GB,M1,2127
3426956978250,品弘本国行2025款英特尔+酷睿i7笔记本电脑1060独显高性能15.6英寸超清4K屏32G高速运行2TB游戏办公 AI终端家用办公影视+9D蓝光全面屏 12G运行+128G...,6815.210291,无畏or灵耀笔记本拼购店,荣耀,2760GB,Intel N系列,2210
4379492638405,联想小新Pro14笔记本电脑  2025可选酷睿i5高性能超轻薄本 设计扬天v办公大学生游戏本air14异能者可选 N100 16G内存 1TB高速固态 P14H IPS全高清屏 满血性能...,1094.777222,捷泰数码经营部,其他,2761GB,Intel i5,2359
6842966749370,机械革命无界15X 国家补贴20%2025高性能锐龙轻薄本 学生办公商务笔记本电脑 R7-8745HS 32G 1T 灰色 120Hz 2.5K高色域,8759.418921,一机一检二手电脑专营店,雷神,2762GB,Intel i3,1279
3138615832184,联想拯救者Y7000P 2025补贴20%游戏笔记本电脑 满血RTX4060独显 大学生设计师G5000/昭阳X系可选Think 13代i5标压 满血显卡16G+512丨SE 16G内存 512G固态,3442.711303,小米阳光专卖店,华为,2763GB,M3,388
3890891552450,I7满血独显笔记本电脑轻薄本高端高性能金属游戏设计 酷睿i7集显4K+全能本+全面屏+背光+指纹锁 32G内存+2TB超速硬盘,9293.642831,屹程二手笔记本电脑专营店,戴尔,2764GB,M2,1286
2268550794419,华硕天选4/3plus笔记本电脑游戏本15.6寸旗舰独显学生设计轻薄本 I5-8300H/GTX1050Ti全面屏 16GB内存+512固态 正品样机|支持检测,5276.524794,WUWEI灵耀笔记本经营部,机械革命,2765GB,Ryzen 5,1275
7320969435532,樱本2025笔记本电脑高性能游戏本英特尔i7满血独显卡金属轻薄本校园网课学习办公设计全能本便携ai手提 锐龙版90Hz高刷新+全能本+指纹解锁 32GB运...,3248.577785,瑞程二手电脑专营店,荣耀,2766GB,Intel i7,1586
5425492230080,联想笔记本电脑国家补贴20%14英寸轻薄本大学生女办公本商务小新pro14升级款手提联想生态异能者 新品N100 8G内存 256G固态 全高清IPS屏,509.6413626,驭先锋米梵专卖店,微星,2767GB,M3,797
3038248726711,华为HUAWEIMateBook D14 SE笔记本电脑国家补贴20%2024款13代酷睿标压 14英寸护眼全面屏 轻薄商务办公 24款SE丨银 i5-13420H 16G 1T,7912.669739,LGNC旗舰店,惠普,2768GB,AMD 其他,1644
4513283878814,ThinkPad国家补贴20%联想E16笔记本电脑  16英寸商务办公学生轻薄本 i5-13500H 16G 512G 01CD,4975.001063,极械旗舰店,机械革命,2769GB,AMD 锐龙,2707
4273378169728,联想拯救者Y9000P 2025补贴20%游戏笔记本电脑 可选RTX4070满血独显电竞大学生商务设计昭阳/Think可选 i7-13620H 32G +2T固态丨X3 1w+热销爆款 官方正品 全新,2466.295896,翎音数码商行经营部,lg,2770GB,其他,210
2393639885433,戴尔DELL二手笔记本14/15.6寸商务办公 视频剪辑 设计制图 轻薄笔记本电脑 i3-2210+8G+256G固态-核显2G 9成新,300,HUMI旗舰店,七彩虹,2771GB,Intel 其他,236
8236643328597,惠普HP国家补贴20%锐14 AMD锐龙 14英寸轻薄笔记本电脑(六核R5-7530U 16G 1TB 指纹 一年上门),3010.473523,优选笔记本旗舰店,其他,2772GB,M1,1049
7752218965228,荣耀笔记本X14 2025 战斗版国家补贴13代酷睿标压i5 16G 1T 14吋护眼屏 轻薄笔记本电脑 灰,2818.719998,戴尔戴鑫专卖店,外星人,2773GB,AMD 其他,235
5617931978520,戴尔DELL国家补贴20% 灵越16Plus 16英寸13代酷睿高性能轻薄本设计本商务办公笔记本电脑7630 i5-13420H / 2.5K屏 120Hz高刷 16G内存 1T固态 标配,10000,鸿发国威二手电脑专营店,惠普,2774GB,Intel i9,468
2756162269390,小米MIREDMI Book 14 2025国家补贴20% 小米笔记本电脑 轻薄本红米笔记本电脑高性能酷睿 12代酷睿i5-12450H丨16+512G,6468.485982,果创二手电脑专营店,海尔,2775GB,AMD 锐龙,188
2092459358117,华为Huawei/华为笔记本电脑高端i7办公商务大学生电竞游戏手提轻薄本 华为荣耀14-i58250-8G-256独显2G,300,戴睿旗舰店,外星人,2776GB,Intel i9,521
9841884540081,惠普HP国家补贴20%战66 六代 14英寸轻薄笔记本电脑锐龙版 高性能R5 16G 512G 高色域低蓝光  AI,9480.491443,机械革命华之嘉专卖店,荣耀,2777GB,Ryzen 9,710
2629472228858,机械革命MECHREVO蛟龙/Z2二手笔记本电脑15.6寸IPS电竞屏144HZ高性能吃鸡游戏本电脑 95新X7 i7-6700-16G-1060,2196.456696,联想授权笔记本电脑专卖店,微星,2778GB,M2,1518
9220595084093,联想小新Pro14笔记本电脑  2025可选酷睿i5高性能超轻薄本 设计扬天v办公大学生游戏本air14异能者可选 N100 16G内存 1TB高速固态 P14H IPS全高清屏 满血性能...,10000,京优甄选电竞拼购店,外星人,2779GB,M1,1139
5624210937513,I7满血独显笔记本电脑轻薄本高端高性能金属游戏设计 AI终端酷睿i7满血独显全能电竞游戏本 32G内存+1TB超速硬盘,10000,优选笔记本旗舰店,火影,2780GB,AMD 锐龙,161
3551005843582,2025补贴20%游戏本笔记本电脑 满血RTX4060独显高性能学生设计师建模渲染昭阳电竞本 旗舰i7-13620H 32G内存 1T固态丨X3 官方正品 支持验证|买手力推,7357.135719,联想商用办公官方旗舰店,荣耀,2781GB,Intel 其他,481
8042752455239,联想Lenovo)二手笔记本电脑小新 Air/pro 14寸 剪辑编程轻薄商务制图办公本 双核Intel4G/128G商务办公 - 9成新,3658.74471,渝新优品二手电脑专营店,联想,2782GB,Ryzen 7,2742
1575878522267,Asus/华硕天选5/5pro二手笔记本电脑天选3Plus天选4新款RTX4060光追独显高 天选 R7-4800H RTX3050 16GB内存+512GB固态 95成新,2578.434945,神舟游戏本专卖店,外星人,2783GB,AMD 锐龙,824
5660953814144,联想Lenovo拯救者Y7000P 2025补贴20%游戏笔记本电脑 酷睿i7满血4060独显 大学生工作站CAD建模昭阳电竞可选 i7-13620H 32G内存 1TB固态丨X3 千兆WFI6,300,机械师MACHENIKE旗舰店,联想,2784GB,Intel N系列,1042
5083002733827,荣耀笔记本 X16 2025 国家补贴13代酷睿标压i7 16G 1T 全金属机身 16吋护眼屏 轻薄笔记本电脑 灰 16英寸护眼屏 i7-13620H/16G/1T,6385.78557,DRER笔记本旗舰店,苹果,2785GB,Intel N系列,1937
2044940098568,宏碁acer墨舞Air国家补贴20% 大容量高性能网课笔记本电脑 16英寸轻薄本教育办公 全国联保,7082.602556,联想授权旗舰店,机械革命,2786GB,AMD 锐龙,150
1420715144005,戴尔DELL二手笔记本14/15.6寸商务办公 视频剪辑 设计制图 轻薄笔记本电脑 i3-2210+8G+256G固态-核显2G 9成新,3212.712775,星月九五新电脑数码经营部,lg,2787GB,M1,1676
1424140209201,ThinkPad国家补贴20%联想ThinkBook16 锐龙版 R7-8845H 16英寸 16G 1T 2.5K 120Hz 高刷大屏笔记本电脑,3433.327737,华品智旗舰店,华为,2788GB,其他,2048
8510935618730,小米笔记本电脑国家补贴20%红米 Redmi Book 16 2024 酷睿i5标压 16英寸 轻薄本办公本(16G 512G),8447.288331,华硕汉腾专卖店,联想,2789GB,M3,211
9500594119990,机械师曙光16Pro笔记本电脑16英寸机械师T58/F117电竞RTX4060独显游戏本 16GB内存+512G固态硬盘 i7-13620H-RTX4060独显8G-2K屏 官方标配可升级定制,7297.426304,京挑优选二手电脑专营店,其他,2790GB,M3,651
8326799093157,联想小新Pro14笔记本电脑 可选25款全新酷睿Ultra5游戏本异能者电竞大屏学生商务办公手提V轻薄本air14 N100 16G内存512G高速固态P14H 游戏级显卡|全新升级|...,1980.558169,七彩虹Colorful旗舰店,雷神,2791GB,其他,1740
6856207644640,联想笔记本电脑小新16SE 2025 高性能轻薄本标压酷睿i5 16G 512G可扩展内存硬盘 办公国家补贴20%,8726.971011,戴睿电脑办公旗舰店,火影,2792GB,M3,340
6314220538317,戴睿dere国补3c黑科技16英寸高性能平板二合一笔记本电脑自营 游戏商务办公设计触控本 i3 32G/1TB大储存,6403.619063,王者二手电脑专营店,火影,2793GB,Ryzen 7,744
5927517072995,小米红米RedmiBook 14笔记本电脑流畅不卡顿高效高性能商务轻薄本 i5 8代8 256红米13/14办公推荐 Redmi 轻薄笔记本,2408.578603,古心中匠二手电脑专营店,华硕,2794GB,Ryzen 5,1957
6627454905517,联想拯救者Y7000 2025补贴 旗舰电竞游戏笔记本电脑学生设计不到9000活动补贴 14核标压酷睿i7-13650HX 24G 512G 满血4060标配丨国家补贴20% 高色域丨高刷新率,8166.159617,Matebook笔记本小店,火影,2795GB,Intel N系列,578
5240836565181,小米 Mi xiaomi Air/Pro 二手笔记本 高清全面屏时尚轻薄办公学习二手笔记本电脑 95新 小米12.5寸M3 7Y30-4G128G,300,HUMI旗舰店,机械革命,2796GB,Ryzen 5,2702
3894441214069,144Hz高刷暗影旗舰笔记本电脑 新品上市i5标压/16G/RTX2050-4G 512G 高速固态官方标,627.5887327,LGHO旗舰店,外星人,2797GB,AMD 锐龙,456
2440500431547,联想小新14酷睿版 2025补贴 高性能超轻薄笔记本电脑 学生游戏设计办公本 小新14i7-13620H 16G 512G IPS高清全面屏DC调光 护眼无闪烁,1216.969263,电竞笔记本小店,机械革命,2798GB,Intel i9,2537
7659307273512,戴尔DELL国家补贴 笔记本电脑 灵越14PLUS-7440 14英寸2.2K高性能轻薄本商务办公本(i7标压 16G 1T),10000,京优甄选电竞拼购店,七彩虹,2799GB,其他,2749
2329317469121,补贴20%英特尔可选酷睿笔记本电脑轻薄网课设计学习商务办公 顶配N95-英特尔+15代+窄边全面屏 48G运行+2TB超速硬盘,300,飞飞二手电脑专营店,苹果,2800GB,Ryzen 9,1282
9593312364126,WIKO 华为智选 Hi MateBook D 16 笔记本电脑 13代酷睿处理器 16英寸护眼大屏 i5 16GB 1TB 深空灰,4197.996846,京东自营,外星人,2801GB,M2,891
7689754205432,联想/方正笔记本补贴20%电脑新品轻薄游戏本十二代手提电脑大学生 飞扬轻薄本12代英特尔灰色 热销16G+512G高速硬盘+豪华礼品,2457.800832,LGOA旗舰店,外星人,2802GB,Intel 其他,2132
6699489831865,联想拯救者Y9000P 2025补贴20%游戏笔记本电脑 可选RTX4070满血独显电竞大学生商务设计昭阳/Think可选 i7-13620H 32G +1T固态丨X3 1w+热销爆款 官方正品 全新,4655.039292,瀚铠电竞笔记本电脑商城经营部,七彩虹,2803GB,其他,1603
5041475360817,指纹解锁笔记本电脑轻薄本粉色女大学生15.6英寸便携手提电脑办公学习上网本 AI终端Book全新英特尔16Pro  粉色 8G内存+256G固态硬盘 指纹解锁 8重...,6696.357606,拯救者来酷生活拼购店,华为,2804GB,M2,2194
6715321868576,机械革命国家补贴20%蛟龙16Pro 游戏电竞笔记本电脑(R9-7845HX 16G 1T RTX4060 165HZ 2.5K 灰),1566.944558,亿柯二手电脑专营店,荣耀,2805GB,AMD 其他,1399
3349560515713,七彩虹隐星p16pro 25年新款笔记本电脑14代酷睿i7 16英寸5070笔记本高性能游戏本学生设计轻薄本P16 Pro i7-14650HX/RTX5070 16G/1T,6946.557392,电竞游戏笔记本授权店,小米,2806GB,Intel i9,1402
7090429732471,联想拯救者Y7000P 2024游戏本电竞 学生设计师笔记本电脑可选RTX4070 14代酷睿i7-14700HX 32G 1T4070定制升级 2.5K 165Hz超清高色域16英寸屏,9824.452058,京亿国度电竞主机店,宏碁,2807GB,Intel i9,1915
5708972012773,戴睿dere国家补贴20%爆款16英寸高性能酷睿i9 笔记本电脑自营旗舰轻薄 AI智能商务办公游戏本 32G/1TB 2.5K,3205.880207,联想授权旗舰店,苹果,2808GB,Ryzen 9,2152
4823173925380,ThinkPad联想ThinkBook14+酷睿版2025+3C补贴20%全能超级轻薄本设计师商务办公笔记本电脑学生游戏本可选 酷睿i5 13代标压 64G 1T固态 100%sRGB高色域-IPS高,3837.040454,京控优选二手电脑专营店,华硕,2809GB,M3,1571
2007427724082,i5 i7四核惠普 联想 戴尔 华硕二手笔记本电脑游戏设计 办公笔记本电脑12 14 15 17寸 14寸联想笔记本电脑 标准套餐 9成新,3027.597785,Ultrabook商务本小店,华硕,2810GB,Intel 其他,382
1021647105869,联想拯救者Y9000P旗舰游戏笔记本电脑R9000P独显4060学生电竞I7高性能 Y7000 I5-11400H/RTX3050 16GB内存 | 512GB固态 店保两年 | 正品保障,10000,COLORFIRE电脑旗舰店,七彩虹,2811GB,Intel i9,2182
9590833114642,联想拯救者Y7000P/R9000P笔记本电脑游戏本旗舰独显设计学生轻薄本 Y7000I7-8750H/GTX1050Ti 16GB内存|512G固态 支持检测|正品保障,7158.992947,联想笔记本电脑授权专卖店,雷神,2812GB,AMD 锐龙,2128
3260127534232,华为MateBookD14笔记本电脑高清护眼全面屏轻薄办公设计游戏学习i5i7 D14R5-3500U/8G/512G 14英寸高清全面屏 标配+赠品大礼包,300,惠普笔记本旗舰店,三星,2813GB,Intel i7,1321
5358499099460,机械革命国家补贴20%极光X酷睿i7HX 16核游戏本笔记本电脑(i7-13700HX 16G 1T RTX4060 2.5K屏 白),3419.496429,大福门二手电脑专营店,荣耀,2814GB,Intel 其他,2085
4727504116164,ThinkPad国家补贴20%联想ThinkBook 14 2025英特尔酷睿5 220H 24G 1T 2.8K 120Hz高刷屏笔记本电脑,6672.309283,趣米之家拼购店,微星,2815GB,Intel N系列,535
3895303791818,华硕华硕天选5pro/4Plus资源机天选2游戏笔记本电脑高端独显15.6英寸 天选2:R7-5800 RTX3060-6G 16+512G内存可升32g 展示机399升级32g,6228.556396,联想电脑办公授权专卖店,机械革命,2816GB,Ryzen 5,135
1108352610952,戴睿dere国家补贴英特尔14英寸2K超清屏笔记本电脑自营超轻薄便携学生网课游戏商务办公12G/256G 星空灰,4249.676922,京东自营,联想,2817GB,Ryzen 7,1112
1815553115891,华为MateBook X Pro时尚便携超轻薄二手笔记本电脑 3K全面屏AI智慧协同 XPro八代i5  8G-512G独显3k触屏 95成新,3412.378768,联想商用融合汇通专卖店,神舟,2818GB,Intel i3,1268
5323808275297,联想黑神话悟空推荐拯救者Y7000P 补贴20% 2024款 学生设计建模电竞游戏笔记本电脑 主推i7-14650HX 16G 512/4060 独显满血版 2.5K 165Hz电竞屏,3838.755987,哈克曼电脑办公专营店,海尔,2819GB,Intel N系列,2628
5934104336862,UIG英特尔2025新款笔记本电脑酷睿i9/i7+RTX4060高性能AI学生办公设计编程轻薄本黑悟空电竞游戏本 店长推荐100万跑分/超酷睿i9级/畅玩黑悟空 64G运行...,10000,HUWDI电脑整机官方旗舰店,外星人,2820GB,AMD 锐龙,1837
1270051296976,小米红米G Pro2024游戏笔记本电脑锐龙版独显4060学生轻薄redmi游戏本 Redmi Gi7-10代/GTX1650Ti 16G内存+512G固态可定制升级 正品保障|支持查验,9923.037772,星火电竞展销经营部,惠普,2821GB,Ryzen 9,2268
6751308416753,补贴20%旗舰锐龙7标压游戏笔记本电脑 满血RTX4060独显电竞本大学生设计师编程电脑 R7-8745H标压 16G 512G固态 |X5 可选满血游戏显卡+高刷电竞屏官方,10000,浦联中慧官方旗舰店,雷神,2822GB,Intel 其他,1970
1574454665255,联想笔记本电脑小新16高能轻薄本 标压锐龙7 8745H 16G 512G 高色域护眼屏 丰富接口国家补贴20%,9137.654722,戴睿旗舰店,机械革命,2823GB,Intel 其他,351
2275612625468,戴尔DELL笔记本电脑i7戴尔商务办公轻薄本吃鸡游戏本流畅高清便携 12-i7-32G-1TB 12英寸超薄黑 标准套餐,1236.899242,笔记本电脑授权店,苹果,2824GB,M2,477
1671424839250,戴睿dere国家补贴英特尔轻薄本14英寸便携笔记本电脑自营学生网课设计游戏娱乐商务办公本 8G+256G星空灰,956.0693361,小米阳光专卖店,华硕,2825GB,AMD 其他,2513
9748635565063,机械革命国家补贴20%无界15X(R7-8745HS 24G 1T 120Hz 2.5K高色域)轻薄本办公商务本游戏本笔记本电脑,4930.930219,鸿图二手电脑专营店,小米,2826GB,M3,1839
5774774440896,ThinkPad国家补贴20%联想ThinkBook 14+2025锐龙AI全能本R7 H 260 14.5英寸32G 1T 3K高刷屏笔记本电脑,2718.854413,玩家国度游戏本经营部,神舟,2827GB,Intel i9,2395
6068980323461,长城国家补贴20% Gbook D15N笔记本电脑15.6英寸新款英特尔12代N100轻薄大屏性能本45.6Wh电池 16G+1TB,300,联想商用办公官方旗舰店,惠普,2828GB,M1,959
5222425347488,ThinkPad国家补贴20%电脑联想笔记本电脑ThinkBook 14+ 2025 全能商务本轻薄办公 英特尔酷睿政府补贴 Ultra5 225H 32G 1T 3K,6275.936416,联想电脑办公授权专卖店,机械革命,2829GB,Intel i3,555
7040966469203,联想笔记本电脑小新Pro16超能本 高性能轻薄本锐龙7 8745H 24G 1T 2.5K高刷屏 游戏国家补贴20%,10000,品控优选二手电脑专营店,华硕,2830GB,Intel i3,1915
2171111815116,拯救者Y7000P/R9000P/Y7000/R7000P笔记本电脑学生画图设计商务办公娱乐2024新款游戏本独显RTX4060 Y7000Pi7-12700H-RTX3050 16G运行内存+1T,4330.819105,京挑优选二手电脑专营店,华硕,2831GB,Ryzen 9,690
2293112114474,中柏Jumper国家补贴12英寸12G+512G/N100高清屏win11商务办公二合一可分离笔记本电脑EZpad v12PRO12512,8168.939758,ThinkPad笔记本专卖店,其他,2832GB,AMD 其他,183
8244398401212,联想Lenovo拯救者Y7000P 2025补贴20%游戏笔记本电脑 酷睿i7满血4060独显 大学生工作站CAD建模昭阳电竞可选 i7-13620H 32G内存 1TB固态丨X3 千兆WFI6,7727.039242,笔记本电脑授权店,华硕,2833GB,Intel N系列,2079
2940000864089,ThinkPad国家补贴20%联想ThinkBook 16 2025英特尔酷睿5 220H 24G 1T 2.5K 120Hz大屏高刷笔记本电脑,5582.906502,麦洛二手商品专营店,华硕,2834GB,Ryzen 9,301
9098720504924,ThinkPad联想笔记本电脑 E14 超能版 商务办公学生轻薄本 英特尔酷睿5 220H 16G 1T 2.8K黑色,5779.052734,笔记本电脑整机店,苹果,2835GB,Intel i7,1503
3064066070391,HUATWAI国行2025新款英特尔酷睿i7笔记本电脑轻薄本15.6英寸高清IPS屏商务办公网课设计大学生游戏本 旗舰款全新16代英特尔Pro Book 粉色 32G大运...,4386.48648,ThinkPad笔记本旗舰店,戴尔,2836GB,M3,2252
1469928976946,华为HUAWEI国家补贴20%笔记本电脑MateBook D14 SE 2025新款Linux系统 14英寸学生性能轻薄本商务办公本 SE银丨i5-12450H 16G 512G固态 店铺预装,5983.688111,速系电脑整机旗舰店,火影,2837GB,Ryzen 7,2655
5666000495298,99成新惠普(HP)锐14全新AMD锐龙14英寸7000系列轻薄本笔记本电脑灰色,7666.578888,H&U&W旗舰店,神舟,2838GB,Intel i3,246
6705959887974,机械师曙光16Pro笔记本电脑16英寸机械师T58/F117电竞RTX4060独显游戏本 16GB内存+512G固态硬盘 i7-13620H-RTX4060独显8G-2K屏 官方标配可升级定制,3553.928425,闲拍优品二手电脑专营店,华为,2839GB,M2,877
8634370913844,HUVE2025款16代超薄本笔记本电脑高性能轻薄办公本设计专用手提大学生学习便携女生小尺寸高颜值 16代超极本 15.6寸 IPS护眼版 粉色 32G高速运行+1TB...,4948.667228,机械革命游戏电脑旗舰店,荣耀,2840GB,Intel i3,2137
4914092048437,联想拯救者Y7000P游戏笔记本 2025补贴20%电脑i7满血RTX4060独显 大学生设计师3D建模昭阳电竞本可选 i7-13620H 32G内存 1TB固态丨X3 全新升级 官方正品 热销爆款,1944.506091,华硕电脑旗舰店,宏碁,2841GB,AMD 锐龙,154
4907388812178,联想V14/V15笔记本电脑 企业办公商务家用学生网课轻薄便携本 窄边高清护眼防眩光屏 全新英特尔N4500 行业热卖15.6英寸 8GB 256G高速固态,300,拯救者来酷生活拼购店,小米,2842GB,其他,1506
2108800943894,戴尔DELL国家补贴 笔记本电脑 灵越16PLUS-7640 16英寸2.5K高性能轻薄本商务办公本(i7标压 16G 1T),3768.969508,闲拍优品二手电脑专营店,雷神,2843GB,Ryzen 7,338
4804636121093,机械革命蛟龙15K国家补贴20%八大核R7满血RTX光追独显高性能游戏本15.6英寸学生设计办公笔记本电脑 R7-7435H丨满血RTX3050 16G内存 512固态标准版 1...,3805.143435,甄选电脑数码经营部,外星人,2844GB,M2,1447
1162762403693,联想ThinkBook14/ThinkBook15/ThinkBook16笔记本电脑大学生独显游戏设计手提办公本轻薄商务AI全能本 thinkbook14 i5-1035G1 16GB运行内存+512,2704.886833,惠普电脑旗舰店,宏碁,2845GB,Ryzen 9,804
5776349729701,联想笔记本电脑国家补贴20%Pro升级版14.1英寸轻薄游戏本大学生剪辑设计办公异能者笔记本手提电脑 新升级 N150 16G+512G固态 P14H,300,一站淘二手电脑专营店,联想,2846GB,Ryzen 9,1633
8772767483119,苹果Apple MacBook Pro/Air 二手苹果笔记本电脑 商务 办公 游戏 设计 剪辑 95新丨热推福利款16款GG2-8G+256G,6986.166821,飞飞二手电脑专营店,荣耀,2847GB,Intel i3,538
5586436620465,MI小米笔记本电脑pro16xiaomibook轻薄商务办公学生设计师大屏高刷 pro15i5-10210U/Mx250独显 轻薄商务 标配+399元赠品礼包,300,极械元启小新专卖店,戴尔,2848GB,Intel i3,963
9003124000259,机械革命无界14S国家补贴20%2025轻薄商务办公本13代旗舰i5H标压学生游戏本14英寸全面屏笔记本电脑 i5-13420H丨16G内存 512G固态 16:10全面屏丨DC调光丨P...,5060.524608,京速达电脑数码经营部,苹果,2849GB,Intel i7,855
3167302736294,极械2025新款笔记本电脑酷睿i9+RTX4060光追独显AI编程设计大学生手提高性能轻薄本黑悟空电竞游戏本 轻薄便携AI终端酷睿i9级+4K级高清护眼屏 32G超大内存+1TB极速固态豪华大礼,300,玩家战魂笔记本旗舰店,其他,2850GB,AMD 其他,1904
1791364406935,联想拯救者Y7000P 2025补贴20%游戏笔记本电脑 酷睿i7标压满血RTX4060独显可选昭阳高性能设计办公本 爆'13代酷睿i7-13620H | X3 16G+512G 固态官方正品 支持,9378.16178,拯救者电竞电脑授权店,三星,2851GB,Intel i5,2018
3868583521190,金属平板笔记本电脑二合一 Windows系统 轻薄便携商务办公手提电脑 2.2K触摸屏英特尔12代商务办公 16G内存 512G高速固态,3633.443843,联想京惠选专卖店,小米,2852GB,Intel i5,228
8676755805531,HUMI 国行2025款英特尔可选酷睿金属笔记本电脑轻薄本大学生上网课设计学习商务办公游戏手提 粉AI终端英特尔16Ultra全面屏 16G运行+256G超速硬盘,383.1369286,优品精选二手笔记本专营店,华为,2853GB,Ryzen 7,2086
7951176381230,H&U&W国行2025新英特尔+酷睿i7笔记本电脑轻薄本大学生办公便携高性能游戏本商务设计AI标压手提本 银4K级9D液晶屏16代AI酷睿版+指纹/背光 店...,5321.795152,笔记本电脑整机店,华硕,2854GB,Intel i3,974
8740716091846,H&U&W国行2025新英特尔+酷睿i7笔记本电脑轻薄本大学生办公便携高性能游戏本商务设计AI标压手提本 15代15.6英寸4K级液晶屏+抗蓝+指纹背光 店...,7125.837631,南风九五新电脑数码经营部,惠普,2855GB,其他,1390
4495127698331,高色域学生办公设计超轻薄笔记本电脑 19.9小时长续航 旗舰锐龙R7-7735HS 16G 512G 霜雪银国家补贴20% 人脸识别丨铝合金轻盈机身,9852.347933,亿盛源电脑办公专营店,火影,2856GB,Intel 其他,1681
